kayit_id,source_file,degisim_tipi,alan,eski_deger,yeni_deger,gerekce,duzenleme_turu
DKR0670,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,hedef,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0718,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,aktor,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0014,02_dirse_han_oglu_bogac_han_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0029,02_dirse_han_oglu_bogac_han_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0121,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0152,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0162,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0180,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0277,05_kazan_bey_oglu_uruz_beyin_tutsak_oldugu_boy.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0281,05_kazan_bey_oglu_uruz_beyin_tutsak_oldugu_boy.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0334,07_kanli_koca_oglu_kan_turali_boyu.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0351,07_kanli_koca_oglu_kan_turali_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0357,07_kanli_koca_oglu_kan_turali_boyu.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0369,07_kanli_koca_oglu_kan_turali_boyu.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0370,07_kanli_koca_oglu_kan_turali_boyu.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0473,09_basatin_tepegozu_oldurdugu_boy.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0678,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0685,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0701,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0702,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0729,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Aralarında,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0739,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0762,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,edge_to_event,karakter_2,Kendi Kendine,[event_listesine_tasindi],öz konuşma / grup içi ifade ağ kenarı yerine olay olarak işlendi,
DKR0540,,,karakter_2,Begilin Adamları,Begil'in Adamları,imla ve aidiyet standardizasyonu,ad_standartlastirma
DKR0624,,,karakter_1,Anne Babası,Anne ve Babası,ebeveyn grubu standardizasyonu,ad_standartlastirma
DKR0503,,,karakter_2,Kocaları,Kocalar,kolektif aktör standardizasyonu,ad_standartlastirma
DKR0847,,,karakter_1,Iç Oğuz,İç Oğuz,Türkçe karakter standardizasyonu,ad_standartlastirma
DKR0803,,,karakter_2,Iç Oğuz Beyleri,İç Oğuz Beyleri,Türkçe karakter standardizasyonu,ad_standartlastirma
DKR0160,,,karakter_1,Yalancı Oğlu Yaltaçuk,Yalançı Oğlu Yaltaçuk,aynı anlatı kişisinin ad varyantlarının birleştirilmesi,ad_standartlastirma
DKR0161,,,karakter_1,Yalancı Oğlu Yaltaçuk,Yalançı Oğlu Yaltaçuk,aynı anlatı kişisinin ad varyantlarının birleştirilmesi,ad_standartlastirma
DKR0167,,,karakter_1,Yalancı Oğlu Yaltaçuk,Yalançı Oğlu Yaltaçuk,aynı anlatı kişisinin ad varyantlarının birleştirilmesi,ad_standartlastirma
