kayit_id,satir_no,boy,bolum_tipi,karakter_1,karakter_1_id,karakter_1_tipi,karakter_2,karakter_2_id,karakter_2_tipi,iliski_ham,iliski_turu,katman,agirlik,kutupluluk,yonluluk,cikarma_yontemi,not,ham_satir,kaynak_notu,source_file
DKR0198,205.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Salur Kazan,salur_kazan,kişi,Bamsı Beyrek,bamsi_beyrek,kişi,ne dilersen dile,belirsiz,olay,1,nötr,yönlü,açık_ilişki,ne dilersen dile,kazan - beyrek (ne dilersen dile),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0199,206.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Salur Kazan,salur_kazan,kişi,açım yemeğin başına gidip yemek yiyeyim,tören/ritüel,olay,2,pozitif,yönlü,açık_ilişki,açım yemeğin başına gidip yemek yiyeyim,beyrek - kazan (açım yemeğin başına gidip yemek yiyeyim),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0200,207.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Salur Kazan,salur_kazan,kişi,Beyler ve Beyrek,beyler_ve_beyrek,grup,"ödül; bugün beyrek (deli ozan) ne isterse yapsın karışmayın, benim beyliğim bugün onun olsun",ödül/değişim,otorite,3,pozitif,yönlü,açık_ilişki,"ödül; bugün beyrek (deli ozan) ne isterse yapsın karışmayın, benim beyliğim bugün onun olsun","kazan - beyler ve beyrek (ödül; bugün beyrek (deli ozan) ne isterse yapsın karışmayın, benim beyliğim bugün onun olsun)",ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0202,209.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Kazan'ın Adamları,kazanin_adamlari,grup,Salur Kazan,salur_kazan,kişi,deli ozan kazanları devirdi şimdi kızların yanına gitmek ister,belirsiz,olay,1,nötr,yönlü,açık_ilişki,deli ozan kazanları devirdi şimdi kızların yanına gitmek ister,kazan'ın adamları - kazan (deli ozan kazanları devirdi şimdi kızların yanına gitmek ister),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0203,210.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Salur Kazan,salur_kazan,kişi,Kazan'ın Adamları,kazanin_adamlari,grup,icazet; bırakın beyrek ne isterse yapsın,otorite/emir,otorite,3,nötr,yönlü,açık_ilişki,icazet; bırakın beyrek ne isterse yapsın,kazan - kazan'ın adamları (icazet; bırakın beyrek ne isterse yapsın),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0205,212.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Uzun Boylu Burla Hatun,uzun_boylu_burla_hatun,kişi,Bamsı Beyrek,bamsi_beyrek,kişi,gerginlik,belirsiz,olay,1,nötr,yönlü,açık_ilişki,gerginlik,uzun boylu burla hatun - beyrek (gerginlik),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0206,213.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Uzun Boylu Burla Hatun,uzun_boylu_burla_hatun,kişi,diy0; kazan'dan emir var ne istersem yapacağım,diyalog_nötr,iletişim,2,nötr,yönlü,açık_ilişki,diy0; kazan'dan emir var ne istersem yapacağım,beyrek - uzun boylu burla hatun (diy0; kazan'dan emir var ne istersem yapacağım),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0207,214.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Uzun Boylu Burla Hatun,uzun_boylu_burla_hatun,kişi,Çevresindekilere,cevresindekilere,grup,emir; ozanı bırakın istediğini yapsın,otorite/emir,otorite,3,nötr,yönlü,açık_ilişki,emir; ozanı bırakın istediğini yapsın,uzun boylu burla hatun - çevresindekilere (emir; ozanı bırakın istediğini yapsın),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0208,215.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Burla Hatun,burla_hatun,kişi,Bamsı Beyrek,bamsi_beyrek,kişi,ne istersin,belirsiz,olay,1,nötr,yönlü,açık_ilişki,ne istersin,burla hatun - beyrek (ne istersin),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0209,216.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Burla Hatun,burla_hatun,kişi,ere varan kız kalksın oynasın,belirsiz,olay,1,nötr,yönlü,açık_ilişki,ere varan kız kalksın oynasın,beyrek - burla hatun (ere varan kız kalksın oynasın),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0210,217.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Kadınlar,kadinlar,grup,Kısırca Yenge,kisirca_yenge,kişi,ikna; kalk sen oyna,ikna/müzakere,iletişim,3,karışık,yönlü,açık_ilişki,ikna; kalk sen oyna,kadınlar - kısırca yenge (ikna; kalk sen oyna),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0211,218.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Kısırca Yenge,kisirca_yenge,kişi,Bamsı Beyrek,bamsi_beyrek,kişi,gelin benim diyerek oynamaya başladı,evlilik/bağlaşıklık,akrabalık,5,pozitif,yönsüz,açık_ilişki,gelin benim diyerek oynamaya başladı,kısırca yenge - beyrek (gelin benim diyerek oynamaya başladı),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0212,219.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Deyiş,deyis,nesne/doğa,kısırca kısrak vs. sen otur ere varan kız oynasın,belirsiz,olay,1,nötr,yönlü,açık_ilişki,kısırca kısrak vs. sen otur ere varan kız oynasın,beyrek - deyiş (kısırca kısrak vs. sen otur ere varan kız oynasın),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0213,220.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Kadınlar,kadinlar,grup,Boğazça Fatma,bogazca_fatma,kişi,gelin benim diyip oynamaya başladı,evlilik/bağlaşıklık,akrabalık,5,pozitif,yönsüz,açık_ilişki,gelin benim diyip oynamaya başladı,kadınlar - boğazça fatma (gelin benim diyip oynamaya başladı),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0214,221.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Deyiş,deyis,nesne/doğa,"boğaz kısrağa bindiğim yok, senin adın 40 oynaşlı fatma değil mi vs. sen otur ere varan kız oynasın",belirsiz,olay,1,nötr,yönlü,açık_ilişki,"boğaz kısrağa bindiğim yok, senin adın 40 oynaşlı fatma değil mi vs. sen otur ere varan kız oynasın","beyrek - deyiş (boğaz kısrağa bindiğim yok, senin adın 40 oynaşlı fatma değil mi vs. sen otur ere varan kız oynasın)",ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
